num_poste,nom_usuel,lat,lon,alti,aaaammjj,dhumec,qdhumec,pmerm,qpmerm,pmermin,qpmermin,inst,qinst,glot,qglot,dift,qdift,dirt,qdirt,infrart,qinfrart,uv,quv,uv_indicex,quv_indicex,sigma,qsigma,un,qun,hun,qhun,ux,qux,hux,qhux,um,qum,dhumi40,qdhumi40,dhumi80,qdhumi80,tsvm,qtsvm,etpmon,qetpmon,etpgrille,qetpgrille,ecoulementm,qecoulementm,hneigef,qhneigef,neigetotx,qneigetotx,neigetot06,qneigetot06,neig,qneig,brou,qbrou,orag,qorag,gresil,qgresil,grele,qgrele,rosee,qrosee,verglas,qverglas,solneige,qsolneige,gelee,qgelee,fumee,qfumee,brume,qbrume,eclair,qeclair,nb300,qnb300,ba300,qba300,tmermin,qtmermin,tmermax,qtmermax
38472403,"COL DE PORTE-NIVOSE",45.295,5.765333,1325,20220818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,9,,,,,12.4,9,,,1.4,9,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38472403,"COL DE PORTE-NIVOSE",45.295,5.765333,1325,20200620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,9,,,,,9.9,9,,,3.5,9,,,,,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38472403,"COL DE PORTE-NIVOSE",45.295,5.765333,1325,20200424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,9,,,,,8.2,9,,,3,9,,,,,0,9,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38538002,"GRENOBLE - LVD",45.217167,5.8485,220,20210419,,,1017.7,1,1015,1,,,,,,,,,,,,,,,,,34,1,1418,9,100,1,454,9,69,1,225,9,578,9,7.6,9,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38334001,REVEL,45.185,5.869167,645,20210506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38334001,REVEL,45.185,5.869167,645,20221118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20190403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38334001,REVEL,45.185,5.869167,645,20210415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38185012,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,20210417,,,,,,,,,,,,,,,,,,,,,,,45,1,1513,9,95,1,16,9,65,1,0,9,368,9,6.5,9,,,2.1,9,,,,,0,9,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20210705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38185012,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,20211220,,,,,,,,,,,,,,,,,,,,,,,74,1,1433,9,86,1,115,9,79,1,0,9,650,9,5.3,9,,,0.5,9,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20221212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20210916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38334001,REVEL,45.185,5.869167,645,20200904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38472403,"COL DE PORTE-NIVOSE",45.295,5.765333,1325,20190217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,9,,,,,129,9,129,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38185012,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,20191216,,,,,,,,,,,,,,,,,,,,,,,31,1,1918,9,98,1,748,9,76,1,241,9,731,9,9.3,9,,,1.3,9,,,,,0,9,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38185012,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,20210823,,,,,,,,,,,,,,,,,,,,,,,46,1,1336,9,79,1,2341,9,63,1,0,9,0,9,15.2,9,,,4.4,9,,,,,0,9,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38185012,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,20200311,,,,,,,,,,,,,,,,,,,,,,,47,1,1601,9,91,1,2352,9,74,1,0,9,662,9,10.3,9,,,2.2,9,,,,,0,9,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38334001,REVEL,45.185,5.869167,645,20190725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38185012,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,20221002,,,,,,,,,,,,,,,,,,,,,,,53,1,1419,9,99,1,409,9,82,1,0,9,852,9,15.5,9,,,2,9,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38538002,"GRENOBLE - LVD",45.217167,5.8485,220,20190516,,,1010.4,1,1006.5,1,,,,,,,,,,,,,,,,,38,1,1351,9,95,1,436,9,63,1,44,9,351,9,9.4,9,,,3.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38538002,"GRENOBLE - LVD",45.217167,5.8485,220,20210927,,,1020.3,1,1017.6,1,,,,,,,,,,,,,,,,,52,1,1457,9,100,1,2,9,83,1,0,9,917,9,15.7,9,,,2,9,,,,,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38538002,"GRENOBLE - LVD",45.217167,5.8485,220,20201101,,,1023.3,1,1021.2,1,,,,,,,,,,,,,,,,,48,1,1432,9,100,1,9,9,88,1,0,9,1103,9,10.8,9,,,1.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20211006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20191213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38538002,"GRENOBLE - LVD",45.217167,5.8485,220,20201109,,,1024.3,1,1021.9,1,,,,,,,,,,,,,,,,,52,1,1429,9,100,1,18,9,87,1,0,9,1057,9,10,9,,,0.7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20220909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38472403,"COL DE PORTE-NIVOSE",45.295,5.765333,1325,20210715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,9,,,,,12.6,9,,,0.6,9,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38185012,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,20191127,,,,,,,,,,,,,,,,,,,,,,,74,1,1348,9,98,1,832,9,90,1,0,9,1255,9,11.6,9,,,0.2,9,,,,,0,9,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38205400,"Lans en Vercors",45.1115,5.609167,1400,20190116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,17,9,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38472403,"COL DE PORTE-NIVOSE",45.295,5.765333,1325,20191218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,9,,,,,7,9,,,0.7,9,,,,,42,9,39,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38185012,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,20210318,,,,,,,,,,,,,,,,,,,,,,,60,1,1209,9,91,1,559,9,76,1,0,9,496,9,6.4,9,,,1.2,9,,,,,0,9,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38472403,"COL DE PORTE-NIVOSE",45.295,5.765333,1325,20190123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,,84,9,57,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38334001,REVEL,45.185,5.869167,645,20220116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38185012,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,20220625,,,,,,,,,,,,,,,,,,,,,,,40,1,1614,9,87,1,355,9,62,1,1,9,323,9,16.7,9,,,4.9,9,,,,,0,9,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38538002,"GRENOBLE - LVD",45.217167,5.8485,220,20200710,,,1014.7,1,1011.1,1,,,,,,,,,,,,,,,,,38,1,1444,9,93,1,2351,9,67,1,22,9,544,9,18.9,9,,,4.7,9,,,,,,,,,0,9,,,,,,,,,,,,,,,0,9,,,,,,,,,,,,,,
38334001,REVEL,45.185,5.869167,645,20200602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38472403,"COL DE PORTE-NIVOSE",45.295,5.765333,1325,20210312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,9,,,,,5.1,9,,,0.9,9,,,,,49,9,47,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38185012,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,20200123,,,,,,,,,,,,,,,,,,,,,,,54,1,1228,9,83,1,618,9,72,1,0,9,213,9,6.1,9,,,1.3,9,,,,,0,9,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20201113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38538002,"GRENOBLE - LVD",45.217167,5.8485,220,20210726,,,1012.8,1,1011.2,1,,,,,,,,,,,,,,,,,51,1,1146,9,92,1,109,9,72,1,0,9,466,9,19.2,9,,,3.5,9,,,,,,,,,0,9,,,,,,,,,,,,,,,0,9,,,,,,,,,,,,,,
38334001,REVEL,45.185,5.869167,645,20200827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38334001,REVEL,45.185,5.869167,645,20191122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38538002,"GRENOBLE - LVD",45.217167,5.8485,220,20210129,,,1012.3,1,1010.5,1,,,,,,,,,,,,,,,,,41,1,2043,9,100,1,6,9,78,1,0,9,634,9,9.1,9,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38153001,ENGINS,45.176167,5.617167,877,20220225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38334001,REVEL,45.185,5.869167,645,20190704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20220320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38153001,ENGINS,45.176167,5.617167,877,20220501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38334001,REVEL,45.185,5.869167,645,20210519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38205400,"Lans en Vercors",45.1115,5.609167,1400,20190101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,9,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20220528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38185012,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,20191215,,,,,,,,,,,,,,,,,,,,,,,62,1,1157,9,98,1,2220,9,88,1,0,9,1104,9,10.1,9,,,0.7,9,,,,,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38153001,ENGINS,45.176167,5.617167,877,20220205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38153001,ENGINS,45.176167,5.617167,877,20221013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38472403,"COL DE PORTE-NIVOSE",45.295,5.765333,1325,20211201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,9,,,,,5.3,9,,,0.2,9,,,,,57,1,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38334001,REVEL,45.185,5.869167,645,20220706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20220125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38185012,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,20220426,,,,,,,,,,,,,,,,,,,,,,,38,1,1443,9,97,1,318,9,67,1,40,9,452,9,10.3,9,,,3.1,9,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38472403,"COL DE PORTE-NIVOSE",45.295,5.765333,1325,20211127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,9,,,,,4.2,9,,,0,9,,,,,18,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38153001,ENGINS,45.176167,5.617167,877,20220418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20211220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20210419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38334001,REVEL,45.185,5.869167,645,20200729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38472403,"COL DE PORTE-NIVOSE",45.295,5.765333,1325,20190914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,9,,,,,12.6,9,,,2.8,9,,,,,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20210601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38538002,"GRENOBLE - LVD",45.217167,5.8485,220,20200424,,,1013.2,1,1009.2,1,,,,,,,,,,,,,,,,,24,1,1429,9,98,1,547,9,62,1,336,9,423,9,11.6,9,,,3.5,9,,,,,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20200719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38472403,"COL DE PORTE-NIVOSE",45.295,5.765333,1325,20200903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,9,,,,,10.9,9,,,2.4,9,,,,,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38185012,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,20200129,,,,,,,,,,,,,,,,,,,,,,,70,1,1412,9,98,1,544,9,92,1,0,9,1277,9,8.9,9,,,0.4,9,,,,,0,9,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20210224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38185012,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,20200918,,,,,,,,,,,,,,,,,,,,,,,27,1,1526,9,77,1,437,9,57,1,254,9,0,9,16.4,9,,,4.2,9,,,,,0,9,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38334001,REVEL,45.185,5.869167,645,20190608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38538002,"GRENOBLE - LVD",45.217167,5.8485,220,20200509,,,1011.6,1,1008.3,1,,,,,,,,,,,,,,,,,39,1,1257,9,99,1,526,9,63,1,6,9,365,9,13.1,9,,,3.5,9,,,,,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38538002,"GRENOBLE - LVD",45.217167,5.8485,220,20201027,,,1015,1,1013.2,1,,,,,,,,,,,,,,,,,49,1,1426,9,100,1,622,9,84,1,0,9,1005,9,9.8,9,,,0.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38185012,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,20190925,,,,,,,,,,,,,,,,,,,,,,,54,1,1359,9,98,1,1,9,83,1,0,9,886,9,15.9,9,,,1.8,9,,,,,0,9,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38538002,"GRENOBLE - LVD",45.217167,5.8485,220,20210102,,,1007.6,1,1006.5,1,,,,,,,,,,,,,,,,,81,1,2226,9,98,1,431,9,90,1,0,9,1440,9,6.5,9,,,0.3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20221001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38538002,"GRENOBLE - LVD",45.217167,5.8485,220,20221130,,,1018.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38334001,REVEL,45.185,5.869167,645,20190911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38472403,"COL DE PORTE-NIVOSE",45.295,5.765333,1325,20210621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,9,,,,,13.2,9,,,4.3,9,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38472403,"COL DE PORTE-NIVOSE",45.295,5.765333,1325,20210515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,9,,,,,7.7,9,,,0.6,9,,,,,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38185012,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,20200716,,,,,,,,,,,,,,,,,,,,,,,44,1,1559,9,91,1,553,9,66,1,0,9,281,9,14.9,9,,,3.5,9,,,,,0,9,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38472403,"COL DE PORTE-NIVOSE",45.295,5.765333,1325,20201221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,9,,,,,7.4,9,,,0.1,9,,,,,40,9,40,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38524001,VARCES,45.101167,5.697667,253,20190804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38153001,ENGINS,45.176167,5.617167,877,20221024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
